sid,label,tid,uid
E759,0,609044273980264448,3121616604
E759,0,609369709201391617,8234132
E759,0,609536188433563648,203594968
E759,0,617328712711802880,33252279
E759,0,609388565131190274,2430018307
E759,0,608656143540338688,857099762
E759,0,609205573398196224,1252579130
E759,0,609369708509335552,3064953454
E759,0,608705554781978625,2504895349
E759,0,609001154555580417,2247315667
E759,0,610095333662687232,2720121908
E759,0,609739484993753088,845744779
E759,0,608734860186746880,2409582901
E759,0,608793835943153666,42226593
E759,0,616806512082685957,63080754
E759,0,609488889850429441,236600624
E759,0,609328755304177664,25897689
E759,0,609195775252246528,2658571976
E759,0,609370832817815552,92327298
E759,0,609495700481679360,34466883
E759,0,609376762112258052,1457417467
E759,0,608864610670628868,868590294
E759,0,609825049240051712,830122476
E759,0,609056180263088128,191341751
pheme_211,0,524969342036103168,185203533
pheme_211,0,524975191534104576,483989956
pheme_211,0,524975041050861569,2734350850
pheme_211,0,524978142306643968,1894275583
pheme_211,0,524980544632000513,19157433
pheme_211,0,524972395715903488,1574237179
pheme_211,0,524979454003912705,303733375
pheme_211,0,524980141135769600,2759522404
pheme_211,0,524970385230819329,2707571696
pheme_211,0,524970762672041984,413095393
pheme_211,0,524972939813605376,1574237179
pheme_211,0,524969144832491520,7587032
pheme_211,0,524979024951795712,304281220
pheme_211,0,524976158174347264,751562797
pheme_327,0,525064078050332672,595779264
pheme_327,0,525071678108631040,204917711
pheme_327,0,525041999372886016,334305880
pheme_327,0,525070086529617920,204917711
pheme_327,0,525042056188928001,2407248410
pheme_327,0,525043247081857025,137124849
pheme_327,0,525038096086499328,266084123
pheme_327,0,525071426638733312,408241447
pheme_327,0,525042767496359936,30953058
pheme_327,0,525067600393691137,297024066
pheme_327,0,525042171742023681,2281466551
pheme_327,0,525069425654112256,408241447
pheme_327,0,525056967623331840,177384220
E523,0,629742795910193152,243381087
E523,0,630188577586982912,85644603
E523,0,630102257644740608,211373441
E523,0,630209716405313536,14125483
E523,0,629748677591068672,2334410965
E523,0,630193717580726272,3267571482
E523,0,630204040983511040,2542051975
E523,0,630078139750858752,18422715
E523,0,630319213689749504,61013605
E523,0,630214614026878976,1345248422
E523,0,630182089124630528,93634879
E523,0,630258551320113152,16688247
E523,0,629743778992103424,3029945859
E523,0,630175785106583552,15980895
E523,0,630085421221965824,2526589086
E523,0,629748987998900224,47844315
E523,0,630181463728726016,24360786
E523,0,629762709613969408,778086
E523,0,630183287743492096,2528203479
E523,0,630183451354902529,34803819
E523,0,630088361814855680,2281853414
E523,0,630241863434252289,44635560
E523,0,630122622521618433,44143505
E523,0,630196094438248448,26967665
E523,0,630186750581706755,16374678
E523,0,630124074203746304,27689263
E523,0,630236141157904384,34367667
E523,0,630098656801239040,23482952
E523,0,630223033018421248,278441671
E523,0,630102257330180096,243753574
E523,0,630175909459443712,16715398
E523,0,630259407318704128,2796244717
E523,0,630187188337156096,27313635
E523,0,630188770843848704,3055908227
E523,0,629741890468990976,34713362
E523,0,630254520820314112,63564245
E523,0,630212170186256385,33513497
E523,0,630076383868362752,23482952
E523,0,630204492282073088,2513849582
E523,0,630185006082592769,726473785
E523,0,630030924814675968,500411792
E263,1,657366521958768641,36145529
E263,1,657345435422601216,8776002
E263,1,657361694893699072,25451704
E263,1,657364485405982720,2872837919
E263,1,657366576979578881,44324888
E263,1,657341120888750080,1639178544
E263,1,657355165310296066,631105050
E263,1,657369773697712128,231958403
E263,1,657371324088733696,56156761
E263,1,657341145706426368,1639178544
E263,1,657349209700499456,353946442
E263,1,657373312582942720,520553623
E263,1,657347036325519362,3266691931
E263,1,657299290684043264,57136442
E263,1,657352138604072960,35029321
E263,1,657323386536771584,300633417
E263,1,657372006359285760,2469213420
E263,1,657355957215715328,16156160
E263,1,657354516086530049,3151653316
E263,1,657334444999725056,240357672
E263,1,657342434582466560,208904541
E263,1,657363076992208896,1204022802
E263,1,657361337606086656,2593298401
E263,1,657353898647277568,39764451
E263,1,657356900913188865,250628893
E263,1,657364867108753408,590998019
E263,1,657337442647810048,126146207
E263,1,657368018238992384,381308128
E263,1,657365503653097473,24462126
E263,1,657370301899120641,307666083
E263,1,657351416227364864,1258435706
E263,1,657318992751648768,382356342
E263,1,657361242630287361,151199565
E263,1,657326923228409856,219014457
politifact13501,1,802112427387076608,787474057084211201
politifact13501,1,802951104912687104,2491813500
politifact13501,1,802130492598255616,1025074340
politifact13501,1,802568926047649793,799968467579375616
politifact13501,1,803084829864710144,782057681968328704
politifact13501,1,802112407829028864,752727994226081792
politifact13501,1,802108287453786112,2593931689
politifact13501,1,803479636373946368,736116564
politifact13501,1,802108374087127040,791086606597951488
politifact13501,1,802108292398923777,330121407
politifact13501,1,802890543059435520,126090049
politifact13501,1,802112419602382849,786276799277785088
politifact13501,1,802112427580014592,99765216
politifact13501,1,802146474897375233,756272158502973440
politifact13501,1,802606896200892417,14129929
politifact13501,1,802112388359024640,801633821238104064
politifact13501,1,802112412874731520,785538339961204736
politifact13501,1,802112429752602624,786276799277785088
politifact13501,1,802251778964090880,793022167709519872
politifact13501,1,802112393237045248,753032908970070018
politifact13501,1,802108327878488064,862287260
politifact13501,1,802218067417776128,2869639730
politifact13501,1,802898860213465088,3336016463
E567,1,625044210341666816,327034642
E567,1,624918237843591169,135520102
E567,1,624716482170232832,86591398
E567,1,624942290440744960,455081148
E567,1,624711383280713728,23257880
E567,1,624956745429950464,30355609
E567,1,627144061552476162,510120656
E567,1,624964334733541378,1359970782
E567,1,624866053219205120,38863786
E567,1,625025435265576961,408244773
E567,1,624909191619211264,607595414
E567,1,626152269113884672,101262738
E567,1,625059117112037376,1660540634
E116,1,668879231900893184,108123518
E116,1,669312650665287681,17042353
E116,1,669917045337780224,623479293
E116,1,669462814453587968,14737210
E116,1,669312662111547392,36717689
E116,1,668567939440705536,385709469
E116,1,669304884072550400,2896866728
E116,1,669360297614909440,364063988
E116,1,669198795083751429,374893154
E116,1,668899451394723845,231158370
pheme_50,1,529740075895377920,21230797
pheme_50,1,529734612998955008,12848262
pheme_50,1,529736828702973952,839178782
pheme_50,1,529743381782867970,275660445
pheme_50,1,529678110678323201,42088772
pheme_50,1,529734841601097729,340233416
pheme_50,1,529735504338903042,346733298
pheme_50,1,529696509894615040,360693589
pheme_50,1,529735966114971649,1348354008
pheme_50,1,529678439289470976,430880741
pheme_50,1,529676721457729536,156287314
pheme_50,1,529686660045623297,380543505
pheme_50,1,529679477392277504,430880741
pheme_50,1,529674474019651584,12848262
pheme_50,1,529797736371982336,1965369920
E175,1,664898442045423616,14737210
E175,1,662427632156454912,288345682
E175,1,664880738857283585,2896866728
E175,1,666403893505576961,428699548
E175,1,665168765605294080,875175385
E175,1,664898432197197824,17042353
E175,1,656438008741167104,3591022159
E175,1,646675847953281024,72508243
E175,1,652523647677009920,2331425280
E175,1,647416321861267456,31295634
E175,1,664891044606156800,22707692
E175,1,646002380107071488,280760209
E175,1,664898427805761536,16669742
E175,1,664898453739208704,36717689
E175,1,664898455630835712,1054540363
E175,1,664898448429199360,213594945
E175,1,664898435384938496,87130129
E175,1,646760767396675588,3038744833
E175,1,661348305385955328,342555701
E175,1,656824348020469760,21866665
E175,1,664898450828320768,15146527
E175,1,655953888168710144,298897879
E175,1,653605770655694848,1281555728
E41,1,672616921427279872,30095498
E41,1,666920355047444480,607761475
E41,1,675743545353900032,1437405542
E41,1,676485239661658113,18269496
E41,1,675563997228171264,28052578
E41,1,672378929152397313,437895198
E41,1,676176670127075328,17042353
E41,1,676356417511555072,4232373135
E41,1,676272463454593024,22707692
E41,1,671758343590060033,464189079
E41,1,676401272430436356,2578431786
E41,1,676262332931006464,430459707
E41,1,675648286867382273,90965087
E41,1,666988802532052993,491199880
E41,1,671781669737746432,32395592
E41,1,675564018858196992,28052578
E41,1,675457798709370881,25855335
E41,1,671726278400065536,450175203
E41,1,671768827617783808,1959714794
E41,1,675551951258525696,41934259
E41,1,671960644015538180,76992333
E41,1,676920386727124992,37417195
E41,1,676288038264299524,77155312
E41,1,676356615549792256,4232373135
E41,1,676176689454428160,36717689
E41,1,676390454699642881,264737661
E41,1,675805909713625097,480500298
E41,1,676263358719352832,14737210
E41,1,676177544576565248,2896866728
E41,1,676061560532557824,174421835
E285,1,654250868770889728,902013278
E285,1,654291215907622914,249850854
E285,1,654321498283339776,32385154
E285,1,654235233995259904,518453811
E285,1,654250982562336769,338844588
E285,1,654211709922504704,303909647
E285,1,654235231164063744,73572581
E285,1,654253815441436672,2293697022
E285,1,654211686853820416,1080714680
E285,1,654235219575177216,1080714680
E285,1,654287948922269696,1057893264
E285,1,654291347109605376,777777378
E285,1,654319948727103488,1179710990
E285,1,654148855349428224,160275969
E285,1,654320200737624065,1194594308
E285,1,654259909220007936,368926149
E285,1,654148857601744896,1079818927
E285,1,654287937887059969,334274865
E285,1,654250890157621248,326497387
E285,1,654291086366502913,614524574
E285,1,654291375186317312,1057893264
E285,1,654271976303792128,910233571
E285,1,654156466073436161,2244867920
E285,1,654253910870376448,2293697022
E285,1,654291354877464576,73572581
E285,1,654248973088239616,41112839
E285,1,654235220632141824,511860198
E285,1,654213197029703680,1080714680
E285,1,654252179478446080,2293697022
E285,1,654304971639230466,17205630
E285,1,654317925222907904,3039572607
E285,1,654317923146698752,146086622
E285,1,654213200913678337,154670419
E285,1,654291225365880832,138092553
E285,1,654235216312057856,511935521
E285,1,654322165802598402,390727453
E285,1,654291211805523968,249850854
E285,1,654211694164508672,501541494
E285,1,654253801214509056,2293697022
E285,1,654216600812421120,474152849
E285,1,654246261474791428,158169283
E285,1,654235219571044352,614524574
politifact12773,0,742435361989656576,40105634
politifact12773,0,742473904707506176,21474769
politifact12773,0,749361217832181760,221019366
politifact12773,0,743219062243745793,2828847648
politifact12773,0,742050569993363456,2228433725
politifact12773,0,741994958043783169,128334973
politifact12773,0,742641894883106816,3525078732
politifact12773,0,742454902983675907,1045337473
politifact12773,0,742039045786603520,285584970
politifact12773,0,741955971711275008,22422798
politifact12773,0,742744910315573249,2505259041
politifact12773,0,742041456034992128,72616214
politifact12773,0,742767448353570817,407250270
politifact12773,0,742188360228212736,15880177
politifact12773,0,742039064233140224,940315693
politifact12773,0,742696460492374016,2481844565
politifact12773,0,742052615412953089,3156120964
politifact12773,0,747449505499516928,4821515421
politifact12773,0,742094931745857536,16268517
politifact12773,0,742461061249568768,369760961
politifact12773,0,742433206499192834,711102413374136320
politifact12773,0,774934861673103360,341027410
politifact12773,0,742423587257126912,402365122
politifact12773,0,743387227028258816,226248858
politifact12773,0,742092718214545409,742088779297521664
politifact12773,0,742439190080544768,3888351
politifact12773,0,743073492447440896,738726520877920256
politifact12773,0,742061460746952704,383528088
politifact12773,0,742055077259534336,230028713
politifact12773,0,742130727509065728,4798747937
politifact12773,0,742029435189223424,2385300655
politifact12773,0,742460145712533504,2825578734
politifact12773,0,742460936263372800,1278597655
politifact12773,0,742713615493541888,1967626670
politifact12773,0,742050436530610177,44592655
politifact12773,0,741964395136290816,3647538858
politifact12773,0,742036526356430849,330040053
politifact12773,0,754079903260311553,3068394829
politifact12773,0,742224043806449665,475627375
politifact12773,0,756567975533182976,485018010
politifact12773,0,742099856647442432,294335809
politifact12773,0,742645958031343616,126600280
politifact12773,0,742478536242384896,24789345
politifact12773,0,742020902515249152,749556961
politifact12773,0,742043916271226880,433801252
politifact12773,0,742460093984210946,124954559
politifact12773,0,742095640788934658,2810595892
politifact12773,0,742089554874667008,2209184731
politifact12773,0,757404843652722688,3068394829
politifact12773,0,742075726854295552,3321115113
politifact12773,0,742479417641816064,618860140
politifact12773,0,742041485655166976,163517669
politifact12773,0,742523799099301888,552135980
politifact12773,0,742050355001708545,15501305
politifact12773,0,742457960501280768,707298533875974144
politifact12773,0,742042801685336064,9695312
politifact12773,0,742056277535117312,2393490350
politifact12773,0,672212686617239553,136394402
politifact12773,0,747826401064132609,2289826123
politifact12773,0,742479430954557440,186560444
politifact12773,0,742039028048879616,610786208
politifact12773,0,742095922901852160,74998364
politifact12773,0,742516542764687364,711102413374136320
politifact12773,0,742570279466086400,128334973
politifact12773,0,742458403415461888,1278597655
politifact12773,0,742086521512206337,40061315
politifact12773,0,742038997845737472,74123495
politifact12773,0,742039042968035328,625975310
politifact12773,0,742065672616841216,30091043
politifact12773,0,742461042035298305,1278597655
politifact12773,0,742107907131604993,17272834
politifact12773,0,742039078376329216,627740009
politifact12773,0,742300015956262912,1101750086
politifact12773,0,742427051664101377,23322726
politifact12773,0,743133490078711808,38724491
politifact12773,0,742622845050585088,2840710396
politifact12773,0,742614845292318720,198069904
politifact12773,0,742109730613649408,2317469693
politifact12773,0,742019341445701633,542854724
politifact12773,0,742056274360033281,2466729240
politifact12773,0,742311364576743424,33469319
politifact12773,0,742039038715166721,342231193
politifact12773,0,742479415280443393,603531050
politifact12773,0,742041474620088322,177488853
politifact12773,0,742043578898087936,472877721
politifact12773,0,672315732542132224,3686381596
politifact12773,0,742050634195558400,1931279822
politifact12773,0,742168250717331456,140682680
politifact12773,0,742012386119286784,773049842
politifact12773,0,742068307596083200,711102413374136320
politifact12773,0,741978163543048193,2999874211
politifact12773,0,742039082239299584,1015767240
politifact12773,0,742091489665224704,19151000
politifact12773,0,742019167751000064,318096170
politifact12773,0,742075699079479296,28274863
politifact12773,0,742457869820416000,3907653083
politifact12773,0,742358934736904196,66672491
politifact12773,0,742702701323157504,711102413374136320
politifact12773,0,742052233072762881,46608214
politifact12773,0,742051258517725184,1057809356
politifact12773,0,742076820573585408,17478965
politifact12773,0,742059849916108800,4653889099
politifact12773,0,742086862282489856,33469319
politifact12773,0,742094863521349632,2796840799
politifact12773,0,742020020755038208,325926759
politifact12773,0,742024787283857408,542854724
politifact12773,0,742039164401651712,300799002
politifact12773,0,742056279842033665,2393490350
politifact12773,0,742384890101018624,5392522
politifact12773,0,742126881391054848,27313635
politifact12773,0,742406044702236672,16815644
politifact12773,0,742482140877623296,2149246118
politifact12773,0,742645908282609668,124954559
politifact12773,0,742645953090322432,1278597655
politifact12773,0,742479410859642882,182060375
politifact12773,0,742479427532029952,955474525
politifact12773,0,744114264907087873,3389498439
politifact12773,0,742455151462617089,873648944
politifact12773,0,741992079119679494,16950863
politifact12773,0,742271825518923776,2944914207
politifact12773,0,742068119171039232,16815644
politifact12773,0,742031714659106817,728105089743781888
politifact12773,0,742023698564030464,351536170
politifact12773,0,742056400201781248,1097912630
politifact12773,0,742400115265114112,23545095
politifact12773,0,747826403152904192,2289826123
politifact12773,0,742138619436118017,168195432
politifact12773,0,742019312903327746,731309318
politifact12773,0,742037376021630980,22300902
politifact12773,0,742096276544749570,224080425
politifact12773,0,742050438317527040,240512290
politifact12773,0,742326630807396352,17134268
politifact12773,0,742754970622119937,22505948
politifact12773,0,742029301890088963,149909920
politifact12773,0,742089716317720576,22883463
politifact12773,0,742337343433113600,53967298
politifact12773,0,742717901048684545,3433148488
politifact12773,0,743724083011981312,39286444
politifact12773,0,742139328604831745,364272380
politifact12773,0,742068476525694977,3975182852
politifact12773,0,758449515548512256,8953122
politifact12773,0,742466872780591105,2999695969
politifact12773,0,742019283601870852,4732808233
politifact12773,0,742152758711750656,70913353
politifact12773,0,743699850571583488,2720568793
politifact12773,0,742195745042759680,42680864
politifact12773,0,742052805716934657,605465216
politifact12773,0,742080631614623744,46584707
politifact12773,0,742458412810653696,126600280
politifact12773,0,742096364541227008,43636885
politifact12773,0,742019306460827648,3267812432
politifact12773,0,742461068736241664,24789345
politifact12773,0,747175847736508416,3252273118
politifact12773,0,742054610613993472,21155345
politifact12773,0,742020024013987841,318096170
politifact12773,0,672266775891853312,4205867777
politifact12773,0,741961050065625089,131401912
politifact12773,0,742038980514832384,254378737
politifact12773,0,742023818458333184,2861722899
politifact12773,0,742076613131636736,7619982
politifact12773,0,742322997210423297,385169242
politifact12773,0,742460119753969664,851815249
politifact12773,0,742164998672109568,4720178595
politifact12773,0,748293775882063872,822937327
politifact12773,0,742017237637156864,3277398804
politifact12773,0,742019179738341376,251535598
politifact12773,0,742078285450862593,13604612
politifact12773,0,742042696055848961,126394086
politifact12773,0,743152449117126656,37980141
politifact12773,0,742041416633749507,938043458
politifact12773,0,672239015685410816,325474725
politifact12773,0,742458393529438209,851815249
politifact12773,0,742039019744202752,559551546
politifact12773,0,742460116876697600,126600280
politifact12773,0,742020024492163072,731309318
politifact12773,0,742716495696826371,58502462
politifact12773,0,742423627602092032,2973598035
politifact12773,0,742076624963809280,18301196
politifact12773,0,741969909635256320,374990131
politifact12773,0,741985238658715648,2065391
politifact12773,0,742696145256865796,4502289501
politifact12773,0,742042712157741057,178924630
politifact12773,0,742229563938328576,2276201227
politifact12773,0,742041461709901826,2962739122
politifact12773,0,742019186797350912,75517132
politifact12773,0,742019896834293766,1722848880
politifact12773,0,742056414382678016,138224760
politifact12773,0,742599768895938560,704296663
politifact12773,0,742039087159250946,80873474
politifact12773,0,742200363634163713,8905622
politifact12773,0,742039037951627264,372377877
politifact12773,0,742201197310971904,99633182
politifact12773,0,742064984054730752,112374962
politifact12773,0,742050978656985090,225188784
politifact12773,0,742026559410704384,3212982333
politifact12773,0,742119520043565056,355335944
politifact12773,0,743408566783008768,533764123
politifact12773,0,742645947264434176,851815249
politifact12773,0,746846963258265600,2299445574
politifact12773,0,742409251973402625,701725963
politifact12773,0,742460875714355200,32654594
politifact12773,0,742038991675916288,302570950
politifact12773,0,742760992291983360,730574366417682432
politifact12773,0,742458381382737920,337757253
politifact12773,0,792858457649123330,32713767
politifact12773,0,742559237126164482,26350255
politifact12773,0,742461050092589057,126600280
politifact12773,0,742032977857806337,3408262787
politifact12773,0,742056192956993537,1566063674
politifact12773,0,742389218282864641,2668802558
politifact12773,0,742424553767473152,708477260341387268
politifact12773,0,742041478122201089,2696524322
politifact12773,0,742539250864902144,1355218452
politifact12773,0,742042710287093760,49037912
politifact12773,0,742024239214104576,2623620195
politifact12773,0,742443474759258112,193710120
politifact12773,0,742138419543953408,16461545
politifact12773,0,742026561033895936,3835871794
politifact12773,0,742046729323716608,181142797
politifact12773,0,742457504777572353,3309548751
politifact12773,0,742111975073779712,581621339
politifact12773,0,742524206638870528,3002723962
politifact12773,0,742138409280524288,312373074
politifact12773,0,754103117361385472,3068394829
politifact12773,0,742007215096270848,22828310
politifact12773,0,742459964527149056,4780020972
politifact12773,0,742042707397214208,550795409
politifact12773,0,742460063311241216,58098679
politifact12773,0,742039015474499585,204743972
politifact12773,0,743724084186349569,2720568793
politifact12773,0,742030506544402436,704273410466172928
politifact12773,0,742024956368691200,3258070316
politifact12773,0,742040429764321283,2576804881
politifact12773,0,742038976664502272,244669826
politifact12773,0,742028717602574337,3173879842
politifact12773,0,742443495818829824,58098679
politifact12773,0,742613268024287232,198127550
politifact12773,0,781147564808822784,568524151
politifact12773,0,742054138863816708,737358177231114240
politifact12773,0,742405904046411777,106194748
politifact12773,0,742039015726026758,439405616
politifact12773,0,742461032770113537,851815249
politifact12773,0,742073247466938368,358073369
politifact12773,0,742023735700508672,2331814934
politifact12773,0,742074382156242944,1181134878
politifact12773,0,742050478041780224,3346285221
politifact12773,0,742021567450845185,4905327119
politifact12773,0,742039061875937280,112232313
politifact12773,0,742036267811143680,3268487173
politifact12773,0,752569817421475840,135541389
politifact12773,0,742039031177842688,736993616
politifact12773,0,742056989891661824,2877704921
politifact12773,0,742460562022502401,29862148
politifact12773,0,742456398924111872,37534585
politifact12773,0,742153874765676545,478606913
politifact12773,0,741993070611333121,3307778821
politifact12773,0,742041447537352705,346124180
politifact12773,0,742039031404322816,722910258
politifact12773,0,742071716415868928,135321529
politifact12773,0,742504877406982144,612057704
politifact12773,0,915023997112164352,573935794
politifact12773,0,747176732906692608,17073028
politifact12773,0,964203257835896832,386742828
politifact12773,0,742029531179974656,2772203298
politifact12773,0,742150267223871492,3108351
politifact12773,0,742096620527976448,57804293
politifact12773,0,741990205771677696,15012486
politifact12773,0,742389233290072064,239671110
politifact12773,0,742045198054653952,740793869860757505
politifact12773,0,743778251437314048,4549528282
politifact12773,0,742038969416712192,194315158
politifact12773,0,743088029284306944,158414847
politifact12773,0,742028967243304961,25589776
politifact12773,0,741978012950892544,719811721964204032
politifact12773,0,742337343357620224,38835268
politifact12773,0,743180989065797632,743143167239798784
politifact12773,0,742054924394057729,3346285221
politifact12773,0,742047466271461376,112232313
politifact12773,0,742050735324434433,25446454
politifact12773,0,742450051662909440,711102413374136320
politifact12773,0,756544244978941952,2528203479
politifact12773,0,742038998781042689,337769213
politifact12773,0,742460101793980416,1278597655
politifact12773,0,742050572245700608,2215568111
politifact12773,0,742460139387523072,126600280
politifact12773,0,742082039176953856,720038077264171009
politifact12773,0,742758147979399169,48071635
politifact12773,0,742035051651706881,26061732
politifact12773,0,743433817646473216,335778063
politifact12773,0,742022793370292225,3409018384
politifact12773,0,742054396998131712,1216821044
politifact12773,0,742019282364715008,35256401
politifact12773,0,742484315703910400,703637991168737282
politifact12773,0,743921548545896448,711102413374136320
politifact12773,0,742455843745083392,398151402
politifact12773,0,742046680988700672,3186135572
politifact12773,0,742443491070861312,86391580
politifact12773,0,742056306404524032,250708461
politifact12773,0,742487297292128257,15709661
politifact12773,0,742460090934951936,851815249
politifact12773,0,742417721090932736,36211120
politifact12773,0,742057996759375879,1430778902
politifact12773,0,742020024005599232,251535598
politifact12773,0,742311250810441728,33469319
politifact12773,0,742457678996353024,14365762
politifact12773,0,742449882359812097,2334068923
politifact12773,0,742042708349313024,89486100
politifact12773,0,742061404128088064,32921077
politifact12773,0,742053989584228352,454580062
politifact12773,0,742041470463401984,249220177
politifact12773,0,742609461601275905,1442432402
politifact12773,0,742039031958011906,21186392
politifact12773,0,742094653135036416,57976284
politifact12773,0,742086023803338754,3392951027
politifact12773,0,743699849044844544,39286444
politifact12773,0,742089953769750528,319428619
politifact12773,0,742073477243523072,49463843
politifact12773,0,744533720389066752,742039930130604032
politifact12773,0,742122131165712384,1629060426
politifact12773,0,742077350943150080,58098679
politifact12773,0,742041411214680065,930638868
politifact12773,0,742022123024187392,529156492
politifact12773,0,742515624304246784,2484641528
politifact12773,0,742056669602013184,3323346663
politifact12773,0,742054239267082242,2591429090
politifact12773,0,742150520635305984,2223037063
politifact12773,0,754797126073380864,27656375
politifact12773,0,742042700367548417,334084136
politifact12773,0,742479434217709568,1129756027
politifact12773,0,742028474005762053,3348001395
politifact12773,0,742460898309066753,124954559
politifact12773,0,742089478832050177,32912775
politifact12773,0,743234259511435265,889685688
politifact12773,0,742460084421165056,124954559
politifact12773,0,742096318223421443,3433148488
politifact12773,0,742019929889755136,26379654
politifact12773,0,891881827979407365,502255227
politifact12773,0,742086297934692353,16815644
politifact12773,0,742479443294224386,3062711760
politifact12773,0,742050632647856130,1342891550
politifact12773,0,742460070043123713,124954559
politifact12773,0,742458231444889600,478606913
politifact12773,0,742020029118447617,4732808233
politifact12773,0,742408267263967232,7587032
politifact12773,0,742160410669809664,713790095799762944
politifact12773,0,742050575718584320,2228148963
politifact12773,0,742038981391441921,110831886
politifact12773,0,742041435826851845,123936058
politifact12773,0,742276948169129984,403670899
politifact12773,0,742568519871537153,14437914
politifact12773,0,742155001674539009,2177764470
politifact12773,0,788929136790241280,16493612
politifact12773,0,742085443903049728,75081190
politifact12773,0,742442790513172480,2355269306
politifact12773,0,672253631262015489,15782216
politifact12773,0,1038487119843549187,3192764223
politifact12773,0,742747488709402624,22505948
politifact12773,0,756541688118669312,16715398
politifact12773,0,742020023812657153,1592052878
politifact12773,0,742058074173800448,711102413374136320
politifact12773,0,742038980632281088,171217177
politifact12773,0,742060052853313536,2770318070
politifact12773,0,742449989213814784,4685713668
politifact12773,0,742107229764083712,435443740
politifact12773,0,742456179192926208,37534585
politifact12773,0,742072940246773760,49463843
politifact12773,0,742106557878403072,344938512
politifact12773,0,742039030787768320,395340994
politifact12773,0,742096818713067520,831695018
politifact12773,0,742427622114791424,711102413374136320
politifact12773,0,763157609817907200,22837144
politifact12773,0,742152281907462144,4781209639
politifact12773,0,742043062013186048,190826530
politifact12773,0,742024817528975361,37534585
politifact12773,0,742019265541218304,1592052878
politifact12773,0,742153037251125248,1698112543
politifact12773,0,742102370100740097,3433148488
politifact12773,0,742460971130621952,879285114
politifact12773,0,742460129111474176,1278597655
politifact12773,0,742739106040516608,192538987
politifact12773,0,742492654840217604,238278490
politifact12773,0,742007920150380545,2674583856
politifact12773,0,742107815343493120,3016618381
politifact12773,0,742458426622545920,24789345
politifact12773,0,742103188606750720,508350955
politifact12773,0,742058009128378368,3409018384
politifact12773,0,742457921066307585,15937533
politifact12773,0,742041325122396161,16458689
politifact12773,0,742455334703267841,124954559
politifact12773,0,742031002411880448,39947543
politifact12773,0,742086542173343749,3558044462
politifact12773,0,742056171628953600,2393490350
politifact12773,0,741992073172123648,10878852
politifact12773,0,742019186986098688,325926759
politifact12773,0,742038988530147328,339168493
politifact12773,0,742022785195593729,1430778902
politifact12773,0,742466174307438593,32348544
politifact12773,0,742023321215209473,3326257783
politifact12773,0,756680470193135616,2247798150
politifact12773,0,742443940578791424,4357286000
politifact12773,0,742455895754309632,37058657
politifact12773,0,742457915928256512,1176871874
politifact12773,0,742196079773515778,2328014348
politifact12773,0,742093537169281030,15182798
politifact12773,0,742050524304965632,2498983854
politifact12773,0,742086746708574210,23808281
politifact12773,0,742036771467206657,121341903
politifact12773,0,742841660027994112,144978067
politifact12773,0,742450077877297152,711102413374136320
politifact12773,0,742092459975573504,46584707
politifact12773,0,742536549385043968,3031965847
politifact12773,0,742038973300674560,244669826
